sr_no,sector,line_ministry,implementing_agency,project_code,project_name,original_cost,revised_cost,expenditure,physical_progress,original_completion_date,revised_completion_date,sanction_date,cost_overrun_percent,expenditure_ratio,snapshot_month
129,Coal,Ministry of Coal,Western Coalfields Limited [WCL],615190,SINGHORI DEEP OC MIN 2.0 MTY,336,0.0,39.08,6,31/03/2029,,05/05/2022,-100.0,11.630952380952381,Jan_2026
130,Coal,Ministry of Coal,Ministry of Coal,615822,SIRKA OC,223,0.0,140.58,53,31/03/2028,,04/05/2020,-100.0,63.040358744394624,Jan_2026
131,Coal,Ministry of Coal,Eastern Coal Fields Limited [ECL],400315,SONEPUR BAZARI EXPANSION OCP [,5366,0.0,599.41,18,31/03/2029,,28/07/2021,-100.0,11.170518076779723,Jan_2026
132,Coal,Ministry of Coal,Mahanadi Coalfields Limited [MCL],400165,SUBHADRA OCP,1694,0.0,1326.85,43,23/04/2032,,29/05/2021,-100.0,78.32644628099173,Jan_2026
133,Coal,Ministry of Coal,NLC India Limited [NLCIL],618982,Talabira II & III OCP - FMC,522,0.0,322.61,70,10/06/2026,,31/10/2022,-100.0,61.80268199233717,Jan_2026
134,Coal,Ministry of Coal,Ministry of Coal,615349,TAPIN SOUTH EXPN,230,0.0,22.02,21,31/03/2028,,04/11/2020,-100.0,9.57391304347826,Jan_2026
135,Coal,Ministry of Coal,Ministry of Coal,615843,TETARIAKHAR OC,244,0.0,49.54,30,31/03/2025,31/03/2027,04/11/2019,-100.0,20.30327868852459,Jan_2026
136,Coal,Ministry of Coal,MIS MoCoal Integration Logins,615820,TIKAK EXTENSION OCP,160,0.0,81.47,88,04/07/2031,,05/07/2022,-100.0,50.91875,Jan_2026
137,Coal,Ministry of Coal,Eastern Coal Fields Limited [ECL],400186,TILABONI UG,749,749.07,52.89,11,31/03/2029,,31/01/2023,0.009345794392530042,7.061415220293725,Jan_2026
138,Coal,Ministry of Coal,MIS MoCoal Integration Logins,615821,TIRAP OCP,289,0.0,105.61,3,27/11/2030,,28/11/2022,-100.0,36.543252595155714,Jan_2026
139,Coal,Ministry of Coal,Western Coalfields Limited [WCL],616044,UKNI DEEP OC MINE -COST PLUS,237,0.0,165.99,87,31/03/2021,31/03/2026,16/11/2018,-100.0,70.03797468354432,Jan_2026
140,Coal,Ministry of Coal,Western Coalfields Limited [WCL],615194,URDHAN EXPANSION OC COST PLUS,207,0.0,27.19,1,31/03/2031,,29/07/2022,-100.0,13.135265700483092,Jan_2026
141,Coal,Ministry of Coal,Singareni Collieries Company Limited [SCCL],615863,Venkatesh Khani Coal Mine,484,0.0,477.14,97,31/03/2026,,01/10/2020,-100.0,98.58264462809917,Jan_2026
142,Coal,Ministry of Coal,Western Coalfields Limited [WCL],617233,WAGHODA UG MINE [1.02 MTY],379,0.0,0.0,0,31/03/2030,,29/01/2024,-100.0,0.0,Jan_2026
143,Coal,Ministry of Power,National Thermal Power Corporation [NTPC],603293,Badam Coal Mining project of NTPC,502,784.0,399.59,59,31/12/2056,01/04/2027,01/02/2019,56.17529880478087,79.5996015936255,Jan_2026
144,Coal,Ministry of Power,Damodar Valley Corporation,400192,Tubed Coal Mine,1581,0.0,599.74,36,31/05/2026,31/05/2026,10/07/2016,-100.0,37.93421884882985,Jan_2026
145,Construction,Ministry of Housing & Urban Affairs,Central Public Works Department - CPWD,617412,"Construction of One Tower of Office Complex and another Tower of Residential quarters consisting of 10Nos. Type-V, 10Nos. Type-VI & 1No.Type-VII Quarters i/c internal water supply, sanitary installation and all development and bulk services, Horticulture works on EPC Mode-I basis i/c comprehensive operation and maintenance of Civil, E&M services for 7 years after completion of original construction work for Ranga Reddy, Secunderabad, Medchal, AuditI, Audit-II Commissionerates of Central Tax at Khajaguda, Serilingampally, Hyderabad.",644,0.0,127.46,15,27/09/2027,,19/03/2024,-100.0,19.79192546583851,Jan_2026
146,Construction,Ministry of Mines,Central Public Works Department (CPWD),617280,"Construction of Basement + Ground Floor+ 10 Storeyed building for State of the Art Director General, GSI Building at plot No.GN-40, Sector-V, Salt Lake, Kolkata",255,0.0,94.91,52,31/08/2026,,16/04/2019,-100.0,37.219607843137254,Jan_2026
147,Education,Department of Higher Education,NIT Rourkela,619033,"1000 seater Boys hostel, 500 seater Girls hostel, 1.5 MLD Sewage Treatment Plant and Faculty Residence - 72 nos. Flats",199,0.0,31.48,33,30/06/2026,,,-100.0,15.819095477386934,Jan_2026
148,Education,Department of Higher Education,NIT Patna,606013,Additional Campus of NITPatna,499,0.0,446.99,97,31/07/2024,31/01/2026,22/07/2022,-100.0,89.57715430861724,Jan_2026
149,Education,Department of Higher Education,Banaras Hindu University,606479,Banaras Hindu University [ Kayakalp of Institute of Medical Sciences],246,0.0,200.11,97,30/09/2022,31/03/2026,22/06/2020,-100.0,81.34552845528455,Jan_2026
150,Education,Department of Higher Education,National Institute of Technology Uttarakhand,611963,"Construction & Development of Infrastructural Facilities in the main campus of NIT Uttarakhand at Sumari, Pauri Garhwal",651,0.0,308.05,43,30/09/2027,,30/06/2020,-100.0,47.31950844854071,Jan_2026
151,Education,Department of Higher Education,"National Institute of Technology, Meghalaya",612885,Construction and Developement of National Institute of Technology Meghalaya Permanent Campus at Sohra,495,429.7,362.48,92,31/03/2022,31/10/2026,17/09/2009,-13.191919191919194,73.22828282828283,Jan_2026
152,Education,Department of Higher Education,Central University of Punjab,617221,"Construction of Girls Hostel 400 seater, Boys Hostel 600 seater, Academic Block, International Hostel 100 seater, VC Residence and Purchase of Equipment",211,0.0,39.12,24,03/10/2027,,01/08/2024,-100.0,18.54028436018957,Jan_2026
153,Education,Department of Higher Education,"Indian Institute of Management, Jammu",602098,"Construction of Permanent Campus for IIM Jammu Phase-1 at Jagti, Nagrota, Jammu, J&K",425,500.91,484.52,96,30/06/2023,30/11/2025,01/03/2019,17.86117647058824,114.00470588235294,Jan_2026
154,Education,Department of Higher Education,INDIAN INSTITUTE OF TECHNOLOGY PALAKKAD,606431,CONSTRUCTION OF PERMANENT CAMPUS FOR IIT PALAKKAD UNDER PHASE 1A,1006,1217.4,663.4,82,07/06/2022,30/06/2026,01/07/2017,21.013916500994046,65.94433399602386,Jan_2026
155,Education,Department of Higher Education,NIT Mizoram,612876,"Construction of Permanent Campus for NIT Mizoram at Lengpui, Aizawl",474,474.23,167.55,4,31/12/2029,31/03/2022,17/09/2009,0.04852320675105869,35.348101265822784,Jan_2026
156,Education,Department of Higher Education,Central Tribal University of Andhra Pradesh,613008,Construction of Permanent Campus of Central Tribal University of Andhra Pradesh Phase-1,305,0.0,62.16,40,26/06/2027,,18/09/2019,-100.0,20.380327868852458,Jan_2026
157,Education,Department of Higher Education,Central University of Gujarat,612916,"Construction of permanent campus of Central University of Gujarat at Village kundhela, Dist. Vadodara, Gujarat.",491,0.0,319.74,83,31/03/2025,31/03/2026,28/12/2020,-100.0,65.12016293279022,Jan_2026
158,Education,Department of Higher Education,"Central University, Himachal Pradesh",612894,"Construction of Permanent Campus of Central University of Himachal Pradesh at Dehra, District - Kangra, [H.P.] on Engineering. Procurement and Construction [EPC Mode 1] Basis.",252,300.45,223.36,84,18/11/2024,25/03/2026,10/03/2021,19.22619047619047,88.63492063492065,Jan_2026
159,Education,Department of Higher Education,"Indian intitue of Management, Amritsar",605292,"Construction of Permanent Campus of Indian Institute of Management [IIM] Amritsar, Punjab, Phase-I",348,0.0,290.39,91,30/06/2023,30/09/2026,01/10/2019,-100.0,83.44540229885057,Jan_2026
160,Education,Department of Higher Education,"National Institute of Technology, Arunachal Pradesh",612898,Construction of Permanent Campus of National Institute of Technology Arunachal Pradesh,593,0.0,550.61,80,31/08/2026,31/08/2024,17/09/2009,-100.0,92.85160202360878,Jan_2026
161,Education,Department of Higher Education,"Indian Institute of Technology, Hyderabad",609996,Construction of Precast housing and hostels at IIT Hyderabad,262,0.0,200.11,83,23/10/2024,01/01/2026,29/09/2022,-100.0,76.37786259541986,Jan_2026
162,Education,Department of Higher Education,Sikkim University,609736,"Construction of Sikkim University Campus Phase-I Package-II at Yangang, South Sikkim",314,0.0,278.69,89,04/01/2025,31/03/2026,01/08/2020,-100.0,88.7547770700637,Jan_2026
163,Education,Department of Higher Education,Delhi University,616886,Delhi University Eastern Campus at Surajmal Vihar,373,0.0,27.63,10,31/10/2026,,30/09/2024,-100.0,7.407506702412868,Jan_2026
164,Education,Department of Higher Education,NIT Nagaland,613013,Establishment of NIT Nagaland,276,0.0,261.7,98,31/12/2025,,17/09/2009,-100.0,94.81884057971014,Jan_2026
165,Education,Department of Higher Education,"National Institute of Technology, Puducherry",612877,Establishment of NIT Puducherry Permanent Campus [Phase-I and Phase-II],618,544.34,530.88,98,31/12/2024,31/05/2026,17/09/2009,-11.919093851132681,85.90291262135922,Jan_2026
166,Education,Department of Higher Education,NIT Sikkim,612883,Establishment of Permanent Campus of NIT SIkkim at Khamdong-Gangtok District,686,610.76,171.56,25,12/02/2028,31/12/2026,12/02/2024,-10.96793002915452,25.00874635568513,Jan_2026
167,Education,Department of Higher Education,"Indian Institute of Management, Sirmaur",602099,Establishment of Permanent campus Phase 1 of IIM Sirmaur,393,454.78,329.07,95,31/10/2023,28/02/2026,17/09/2018,15.720101781170476,83.7328244274809,Jan_2026
168,Education,Department of Higher Education,"Indian Institute of Technology, Kharagpur",609019,"HEFA projects on development of student hostels, playgrounds, departmental buildings, class room complex and other campus facilities in IIT Kharagpur",500,442.0,403.6,93,31/03/2023,31/03/2026,25/06/2018,-11.600000000000001,80.72,Jan_2026
169,Education,Department of Higher Education,"Indian Institute of Technology, Mandi",612128,Hostel blocks & dining hall block,167,0.0,102.52,78,26/03/2026,26/03/2026,28/03/2023,-100.0,61.38922155688622,Jan_2026
170,Education,Department of Higher Education,"Indian Institutes of Science Education and Research, Behrampur",610315,IISER BERHAMPUR,1229,843.09,835.6,98,31/03/2021,30/06/2026,24/10/2018,-31.400325467860046,67.99023596419855,Jan_2026
171,Education,Department of Higher Education,National Institute of Technology Delhi,612851,"Phase 1B - Construction of Academic Block, Hostel, Residential Tower, Directors Residence and External Development works at National Institute of Technology, Delhi Campus on Engineering, Procurement and Construction basis",333,336.42,304.15,98,30/09/2025,31/01/2026,17/09/2009,1.0270270270270319,91.33633633633633,Jan_2026
172,Education,Department of Higher Education,"Indian Institute of Technology, Bhilai",617877,Phase B of Construction of Permanent Campus of IIT Bhilai,1189,0.0,0.0,0,31/10/2028,,29/05/2025,-100.0,0.0,Jan_2026
173,Education,Department of Higher Education,INDIAN INSTITUTE OF TECHNOLOGY PALAKKAD,617878,Phase B of Construction of Permanent Campus of IIT Palakkad,1527,0.0,9.8,0,31/10/2028,,29/05/2025,-100.0,0.641781270464964,Jan_2026
174,Education,Department of Higher Education,"Indian Institute of Technology, Indore",611957,"Phase III A works at IIT Indore [03 Hostels, 01 Studio Apartment, 01 Housing, Heavy & Sophisticated lab complex, Academic POD and Infrastructure for center of excellence]",496,0.0,56.35,44,19/02/2027,,27/12/2023,-100.0,11.360887096774194,Jan_2026
175,Education,Department of Higher Education,Tezpur University,606112,Tezpur University Projects,154,0.0,125.03,97,08/11/2023,31/12/2025,29/05/2019,-100.0,81.18831168831169,Jan_2026
176,Education,Department of Sports,Department of Sports & Youth Affairs,400081,"National Sports University [NSU], Imphal [Manipur]",906,611.74,569.37,96,26/08/2024,08/08/2026,,-32.47902869757174,62.84437086092716,Jan_2026
177,Electricity Generation,Ministry of Coal,NLC India Limited [NLCIL],618992,100 MW SPP part of SECI 150 MW Hybrid,481,0.0,2.57,1,31/12/2026,,21/07/2022,-100.0,0.5343035343035343,Jan_2026
178,Electricity Generation,Ministry of Coal,NLC India Limited [NLCIL],618991,200 MW SPP part of 510 MW CPSU scheme,1221,0.0,63.57,0,31/12/2026,,21/07/2022,-100.0,5.2063882063882065,Jan_2026
179,Electricity Generation,Ministry of Coal,NLC India Limited [NLCIL],612819,300 MW SPP part of 510 MW CPSU scheme,1813,1813.0,1752.16,100,27/09/2024,31/12/2025,21/07/2022,0.0,96.64423607280752,Jan_2026
180,Electricity Generation,Ministry of Coal,NLC India Limited [NLCIL],615327,50 MW Solar PP Minedout Area,218,0.0,166.55,100,31/03/2025,31/12/2025,05/08/2023,-100.0,76.39908256880734,Jan_2026
181,Electricity Generation,Ministry of Coal,NLC India Limited [NLCIL],617299,50 MW Wind Power Project,384,0.0,323.92,51,30/06/2025,31/01/2026,21/07/2022,-100.0,84.35416666666667,Jan_2026
182,Electricity Generation,Ministry of Coal,NLC India Limited [NLCIL],617730,600 MW Khavda Solar Power Project,3336,0.0,1378.51,28,30/06/2026,,01/08/2023,-100.0,41.32224220623501,Jan_2026
183,Electricity Generation,Ministry of Coal,NLC India Limited [NLCIL],400259,Ghatampur Thermal Power Plant 3 X 660 MW,17238,21780.9,20967.3,94,26/11/2020,25/03/2026,27/07/2016,26.35398538113471,121.63418029933865,Jan_2026
184,Electricity Generation,Ministry of Coal,NLC India Limited [NLCIL],400231,NLC Talabira Thermal Power Project,27213,0.0,2616.26,1,31/03/2030,,25/01/2017,-100.0,9.614008010877155,Jan_2026
185,Electricity Generation,Ministry of Power,North Eastern Electric Power Corporation Limited,611699,186 MW Tato-I H E Project,1750,0.0,61.45,2,29/07/2029,,11/12/2024,-100.0,3.5114285714285716,Jan_2026
186,Electricity Generation,Ministry of Power,North Eastern Electric Power Corporation Limited,611698,240MW Heo HE Project,1939,0.0,71.88,3,29/07/2029,,11/12/2024,-100.0,3.7070654976792157,Jan_2026
187,Electricity Generation,Ministry of Power,Satluj Jal Vidyut Nigam [SJVN] Thermal Limited,602633,382 MW Sunni Dam HEP,2615,0.0,495.57,0,31/03/2027,,,-100.0,18.951051625239003,Jan_2026
188,Electricity Generation,Ministry of Power,Satluj Jal Vidyut Nigam [SJVN] Thermal Limited,709747,Bagodara Solar Power Project,339,0.0,317.59,51,31/12/2025,31/12/2025,26/03/2021,-100.0,93.68436578171091,Jan_2026
189,Electricity Generation,Ministry of Power,Satluj Jal Vidyut Nigam [SJVN] Thermal Limited,602579,Buxar Thermal Power Project [1320 MW],10439,13756.6,13009.5,93,08/01/2024,31/12/2025,08/03/2019,31.780821917808222,124.62400613085545,Jan_2026
190,Electricity Generation,Ministry of Power,Satluj Jal Vidyut Nigam [SJVN] Thermal Limited,602582,Dhaulasidh Hydro Electric Project [66 MW],688,1561.21,1048.07,72,05/11/2025,31/03/2027,01/10/2020,126.92005813953489,152.33575581395348,Jan_2026
191,Electricity Generation,Ministry of Power,National Hydroelectric Power Corporation Limited (NHPC),602182,Dibang Multipurpose Project,31876,0.0,3933.3,16,26/02/2032,26/02/2032,27/02/2023,-100.0,12.339377588154097,Jan_2026
192,Electricity Generation,Ministry of Power,National Thermal Power Corporation [NTPC],618976,"Gadarwara Super Thermal Power Project, Stage-II [2x800 MW]",20446,0.0,1229.69,5,31/03/2030,,05/11/2024,-100.0,6.0143304313802215,Jan_2026
193,Electricity Generation,Ministry of Power,Damodar Valley Corporation,602538,Installation of FGD for 4x210 & 2x250 MW MTPS U 1-6,1037,1106.0,1123.79,94,22/01/2024,31/05/2026,25/06/2019,6.653809064609451,108.36933461909352,Jan_2026
194,Electricity Generation,Ministry of Power,National Hydroelectric Power Corporation Limited [NHPC],602532,Kiru HE Project,4288,5409.0,3313.59,75,07/09/2023,31/12/2026,08/03/2019,26.142723880597014,77.27588619402985,Jan_2026
195,Electricity Generation,Ministry of Power,Damodar Valley Corporation,611509,"Koderma Thermal Power Station Phase II [2X800 MW] At Koderma, Jharkhand",14358,0.0,1632.9,8,14/03/2029,,28/04/2023,-100.0,11.37275386544087,Jan_2026
196,Electricity Generation,Ministry of Power,National Hydroelectric Power Corporation Limited [NHPC],605155,Kwar HE Project,4526,0.0,1203.55,26,10/11/2026,31/03/2028,10/05/2022,-100.0,26.59191338930623,Jan_2026
197,Electricity Generation,Ministry of Power,National Thermal Power Corporation [NTPC],611930,Lara Super Thermal Power Project Stage-II [2 x 800 MW],15530,16106.0,3622.38,23,30/06/2028,30/09/2028,29/08/2023,3.708950418544752,23.32504829362524,Jan_2026
198,Electricity Generation,Ministry of Power,Satluj Jal Vidyut Nigam [SJVN] Thermal Limited,602593,Luhri Stage-I Hydro Electric Project [210 MW],1811,4681.64,1878.51,51,19/01/2026,28/02/2030,20/11/2020,158.51131971286583,103.72777471010491,Jan_2026
199,Electricity Generation,Ministry of Power,National Thermal Power Corporation [NTPC],619051,"Nabinagar Super Thermal Power Project, Stage-II [3x800 MW]",29948,0.0,1930.24,6,31/07/2030,,05/11/2024,-100.0,6.445305195672499,Jan_2026
200,Electricity Generation,Ministry of Power,National Hydroelectric Power Corporation Limited [NHPC],602525,"Pakal Dul [Drangdhuran] Hydroelectric Project, 1000 MW",8112,12728.0,8057.69,77,27/04/2020,31/12/2026,28/10/2014,56.90335305719921,99.33049802761342,Jan_2026
201,Electricity Generation,Ministry of Power,National Thermal Power Corporation [NTPC],400261,Patratu Thermal Power Station Expansion Project Phase-I [3x800 MW],18668,20302.0,18186.0,86,31/03/2023,28/02/2027,07/11/2017,8.752946218127276,97.41804156845939,Jan_2026
202,Electricity Generation,Ministry of Power,Damodar Valley Corporation,400062,"Raghunathpur Thermal Power Station Phase II [2X660 MW] at Raghunathpur, Purulia, West Bengal",17673,0.0,1508.59,6,30/06/2029,,30/01/2023,-100.0,8.536128557686865,Jan_2026
203,Electricity Generation,Ministry of Power,National Thermal Power Corporation [NTPC],602184,Rammam-III HEPP [3x40 MW],1382,2865.56,1432.07,52,30/09/2019,31/03/2029,10/09/2014,107.34876989869753,103.62301013024602,Jan_2026
204,Electricity Generation,Ministry of Power,National Hydroelectric Power Corporation Limited (NHPC),605156,Rangit-IV HE Project [120 MW] executed by Jal Power Corporation Ltd. [JPCL] - A wholly owned subsidiary of NHPC Ltd. acquired through NCLT,938,1828.11,1557.72,94,29/05/2024,28/12/2025,30/03/2021,94.89445628997866,166.0682302771855,Jan_2026
205,Electricity Generation,Ministry of Power,National Hydroelectric Power Corporation Limited [NHPC],602535,"Ratle HE Project - 850 MW, Ratle Hydroelectric Power Corporation Limited.",5282,0.0,1415.21,27,10/02/2026,28/11/2028,11/02/2021,-100.0,26.793070806512688,Jan_2026
206,Electricity Generation,Ministry of Power,National Thermal Power Corporation [NTPC],612142,"Singrauli Super Thermal Power Project, Stage-III [2x800 MW]",17195,0.0,2458.83,13,28/02/2030,,03/03/2024,-100.0,14.299680139575457,Jan_2026
207,Electricity Generation,Ministry of Power,National Thermal Power Corporation [NTPC],617188,"Sipat Super Thermal Power Project, Stage-III [1x800 MW]",9791,0.0,1069.05,8,30/09/2029,,20/09/2024,-100.0,10.918700847717291,Jan_2026
208,Electricity Generation,Ministry of Power,National Hydroelectric Power Corporation Limited (NHPC),602096,Subansiri Lower HE Project [2000 MW],6285,26075.5,25826.4,97,08/09/2010,31/05/2026,09/09/2003,314.884645982498,410.9212410501193,Jan_2026
209,Electricity Generation,Ministry of Power,Satluj Jal Vidyut Nigam [SJVN] Thermal Limited,611586,Sunni Dam Hydro Electric Project [382 MW],2615,4925.87,1042.48,32,03/04/2028,31/12/2029,12/01/2023,88.36978967495219,39.86539196940726,Jan_2026
210,Electricity Generation,Ministry of Power,National Thermal Power Corporation [NTPC],602961,Talcher Thermal Power Station Stage III [2 x 660 MW] Expansion,11844,12543.0,5442.33,44,31/05/2027,31/03/2028,25/08/2022,5.9017223910840935,45.950101317122595,Jan_2026
211,Electricity Generation,Ministry of Power,National Thermal Power Corporation [NTPC],602185,Tapovan-Vishnugad HEP [4x130 MW],2978,10907.3,7401.46,77,31/03/2013,30/04/2029,16/11/2006,266.2625923438549,248.53794492948288,Jan_2026
212,Electricity Generation,Ministry of Power,National Hydroelectric Power Corporation Limited (NHPC),602181,"TEESTA-VI HE PROJECT, SIKKIM [500 MW], executed by LANCO TEESTA HYDRO POWER LIMITED [A wholly owned Subsidiary of NHPC LTD. acquired through NCLT]",5748,5748.04,4050.79,71,07/03/2024,31/12/2027,08/03/2019,0.0006958942240773072,70.47303409881698,Jan_2026
213,Electricity Generation,Ministry of Power,THDC India Limited,602193,Tehri Pumped Storage Plant Project [4x250 MW],4826,8339.0,8189.07,99,16/06/2022,31/03/2026,08/07/2006,72.7932034811438,169.6864898466639,Jan_2026
214,Electricity Generation,Ministry of Power,THDC India Limited,602195,Vishnugad Pipalkoti Hydro Electric Project [444 MW],3860,6405.08,5100.28,75,15/12/2022,30/09/2027,21/08/2008,65.93471502590673,132.13160621761656,Jan_2026
215,Energy Storage,Ministry of Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,604833,"Andheri Residential Towers, Mumbai",281,389.67,247.89,57,31/05/2025,30/06/2026,27/06/2017,38.67259786476869,88.2170818505338,Jan_2026
